identifier,identifier 2,subject_name 1,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_name 6,publisher,placeOfOrigin 1,placeOfOrigin 2,placeOfOrigin 3,placeOfOrigin 4,date_publication,subject_geographic 1,subject_topical 1,subject_topical 2,subject_topical 3,object_in_context_url,item_type,form,date_text,date_single_start,date_end,date_qualifier,public_note,rights,collection_title,collection_identifier,shelf_locator,record_source,repository,language,title,project_title,abstract,name,role
spc_4865,cw011077,,,,,,,,,,,,,,Men | http://id.loc.gov/authorities/subjects/sh85083510,,Artwork,http://kiva.lib.utk.edu/spc/items/show/4865,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 1, Folder 10","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Pencil Figure Drawing of a Man,Special Collections Online,"Figure study, pencils","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4277,0012_000067_000621_0001,,,,,,,Donning Company,"253 West Bute Street, Norfolk, VA 23510",,,,1978,,,,,http://kiva.lib.utk.edu/spc/items/show/4277,still image,photographs | http://vocab.getty.edu/aat/300046300,1897 - 1915,1897,1915,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 8","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Market House and Market Street,Special Collections Online,"Knoxville's original Market House was built in 1816. During the Civil War, the Union used the Market House to store ammunition and business was conducted outside. A new Market House was built in 1897 and merchants offered a wide variety of items, including baked goods, fresh meats, and homegrown fruits and vegetables from permanent stalls and wagons parked outside. After being partially destroyed by fire, this structure was demolished to make way for the Market Street Mall in 1960.","Thompson, James Edward, 1880-1976 | URI: http://id.loc.gov/authorities/names/n78030817 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4703,0012_000064_000201_0001,"Biddle, E. C.","Rice, Rutter and Company (Philadelphia, Penn.)",,,,,,,,,,1868,,Creek Indians--Kings And Rulers,Creek Indians--Tribal government,,http://kiva.lib.utk.edu/spc/items/show/4703,still image,photographs | http://vocab.getty.edu/aat/300046300,1826,1826,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Prints Collection,,Local Call Number: Creek me,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Me-Na-Wa, a Creek Warrior",Special Collections Online,"Menawa (meaning The Great Warrior) was chief of the Oakfuskee Creek towns lying on the Tallapoosa River in Alabama. He was widely known as a talented and brutal warrior. A determined opponent of both Creek Chief William MacIntosh and MacIntosh's 1825 Treaty of Indian Springs (which ceded all Creek land in Georgia to the Federal Government), Menawa took part in the 1826 delegation to Washington, DC designed to repudiate the treaty. Although the group failed to have the treaty revoked, Menawa was instrumental in having a provision inserted allowing the Creek to obtain legal patents for their land. He, along with Opothle Yoholo, later fought alongside American troops against the Seminole in Alabama. This print was taken from a portrait painted by Charles Bird King in 1826, when Menawa was said to be about sixty years old. The original has since been destroyed by fire.","King, Charles Bird, 1785-1862 | URI: http://id.loc.gov/authorities/names/n88156294 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4530,0012_000463_000257_0001,,,,,,,,,,,,,,"Plants, Ornamental | http://id.loc.gov/authorities/subjects/sh85103022",,Gardens--Tennessee--Knoxville--History--20th century--Photographs,http://kiva.lib.utk.edu/spc/items/show/4530,still image,photographs | http://vocab.getty.edu/aat/300046300,1930 - 1939,1930,1939,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Knoxville Gardens Slides,MS.1324,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Slide 44, Mrs. Ben Morton, (New Number = 41)",Special Collections Online,Glass slide photo of garden patio.,Jim Thompson Company | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3547,0012_000106_000318,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3547,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 2, Folder 33","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,East Tennessee University-1987-1900,Special Collections Online,no description or label on photo undated young man,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4741,0012_000296_000233,,,,,,,,,,,,,"Dickson County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82227642 | Coordinates: 36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918","Education, Higher--Tennessee--History",College students | http://id.loc.gov/authorities/subjects/sh85028356,,http://kiva.lib.utk.edu/spc/items/show/4741,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1912,1965,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Ruskin Cave College Collection,MS.0335,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Ruskin Cave, Tenn.",Special Collections Online,"Ruskin Cave, Tenn.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4954,cw010110,,,,,,,,,,,,,,Women,Artwork,,http://kiva.lib.utk.edu/spc/items/show/4954,still image,photographs | http://vocab.getty.edu/aat/300046300,1895-1897,1895,1897,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Anna Catherine Wiley Sketches Collection,MS.1287,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Pencil Drawn Portrait Study of Woman,Special Collections Online,"Portrait study, pencils","Wiley, Catherine, 1879-1958 | URI: http://id.loc.gov/authorities/names/nr92031762 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4206,0012_000067_000550_0001,"Howard, Monroe","Brownlow, William Gannaway, 1805-1877 | http://id.loc.gov/authorities/names/n50051650",,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",,,http://kiva.lib.utk.edu/spc/items/show/4206,still image,photographs | http://vocab.getty.edu/aat/300046300,1900 - 1910,1900,1910,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 6","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"William Gannaway ""Parson"" Brownlow Residence",Special Collections Online,"Controversial Methodist preacher and newspaperman William Gannaway ""Parson"" Brownlow was born in 1805 in Wythe County, Virginia. His zest for confrontation and staunch Union loyalties convinced the Confederacy to expel him from Tennessee during the Civil War, but he returned to Tennessee in March of 1865 when he was elected governor. During his term, Brownlow convinced the legislature to ratify the 14th Amendment (thus sparing Tennessee from Reconstruction) and made great progress toward restoring the State's economic health. He served one term in the US Senate before dying in 1877.",,
spc_3722,0012_000106_000493,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3722,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 7, Folder 28","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Faculty Club / Vandeventer House,Special Collections Online,,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3841,0012_000107_000265_0001,"Brian, David, 1914-1993 | http://id.loc.gov/authorities/names/no92015368","Brown, Clarence, 1890-1987 | http://id.loc.gov/authorities/names/n85151871",,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3841,still image,photographs | http://vocab.getty.edu/aat/300046300,1950,1950,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","Clarence Brown Collection, 1920-1970",MS.0702,"Box 15A, Folder V(2)","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"David Brian, Juano Hernandez, and Claude Jarman Jr. in ""Intruder in the Dust""",Special Collections Online,"David Brian, Juano Hernandez, and Claude Jarman Jr. in ""Intruder in the Dust."" The movie is set in rural Mississippi during the 1940s and features Juano Hernandez as Lucas Beauchamp, a black man with a reputation for standing up to whites. When Beauchamp is found standing over a white man's dead body, he is immediately jailed. He insists that he is innocent and asks the town's most prominent lawyer, Gavin Stevens (David Brian), to defend him, but Stevens refuses. The situation changes, however, when a local boy named Chick Mallison (Claude Jarman Jr.) who Beauchamp has helped in the past hears talk of an impending lynching and begs Stevens to change his mind.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4006,0012_000067_000350_0001,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,"Knoxville (Tenn.)--Buildings, structures, etc.",,,http://kiva.lib.utk.edu/spc/items/show/4006,still image,photographs | http://vocab.getty.edu/aat/300046300,1968 - 1972,1968,1972,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 4","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"University of Tennessee's ""Hill""",Special Collections Online,"View of the University of Tennessee's ""Hill"" (including Ayres Hall and South College) and Neyland Stadium.","Robertson, Ernest Bryan, 1928- | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",creator
spc_4774,0012_000296_000266,,,,,,,,,,,,,"Dickson County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82227642 | Coordinates: 36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918","Education, Higher--Tennessee--History",College students | http://id.loc.gov/authorities/subjects/sh85028356,,http://kiva.lib.utk.edu/spc/items/show/4774,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1912,1965,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Ruskin Cave College Collection,MS.0335,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Lake Inside a Cave,Special Collections Online,Here is the lake insdie of cave I went all over cave wrote some of our names on rock.  It is fine to go thro it.  The Ruskinites are people that used to live here and Don showed us where they used to dance and keek beer beef and their things in the Cave.  It is fine to go thro it.  I don't know any of these boys that are here.,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4461,0012_000128_000289_0001,Scopes Trial,"Scopes, John Thomas | http://id.loc.gov/authorities/names/n79041823","Bryan, William Jennings, 1860-1925 | http://id.loc.gov/authorities/names/n80044871","Robinson, Wallace Clarke, 1920-1995","Robinson, Frank Earle, 1881-1957","Robinson, Frank Earle, 1881-1957",,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4461,still image,photographs | http://vocab.getty.edu/aat/300046300,1925,1925,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","W.C. Robinson Collection of Scopes Trial Photographs, circa 1925, circa 1976",MS.1091,"Box 1, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Malone, Stewart, Bryan, Raulston, Darrow",Special Collections Online,"Scopes Trial Photographs, circa 1925, A-70 (A-71), A-70 (33A), (standing, foreground), Dudley Field Malone, defense attorney, Tom Stewart, partially obscured, William Jennings Bryan, Judge Raulston, Clarence Darrow, , A-71 (32A), House Where Bryan Stayed In Dayton, (same as A-69)",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
